Date,Station,Entries
3/28/2023,Crystal City,1513.0
3/28/2023,Farragut North,1956.0
3/28/2023,McPherson Sq,1585.0
3/28/2023,King St-Old Town,1251.0
3/28/2023,Ronald Reagan Washington National Airport,1522.0
3/28/2023,Braddock Road,486.0
3/28/2023,Eisenhower Ave,264.0
3/28/2023,Huntington,635.0
3/28/2023,Smithsonian,2103.0
3/28/2023,Federal Triangle,972.0
3/28/2023,Columbia Heights,1715.0
3/28/2023,Glenmont,637.0
3/28/2023,Silver Spring,1310.0
3/28/2023,Wheaton,466.0
3/28/2023,Forest Glen,272.0
3/28/2023,Takoma,723.0
3/28/2023,Shaw-Howard U,669.0
3/28/2023,L'Enfant Plaza,2098.0
3/28/2023,Archives,683.0
3/28/2023,Gallery Place,1766.0
3/28/2023,Mt Vernon Sq,485.0
3/28/2023,Fort Totten,1377.0
3/28/2023,Waterfront,608.0
3/28/2023,Federal Center SW,615.0
3/28/2023,Judiciary Square,705.0
3/28/2023,Navy Yard-Ballpark,2325.0
3/28/2023,West Hyattsville,444.0
3/28/2023,Capitol South,1620.0
3/28/2023,Hyattsville Crossing,562.0
3/28/2023,Union Station,2701.0
3/28/2023,Rhode Island Ave,855.0
3/28/2023,NoMa-Gallaudet U,1628.0
3/28/2023,Brookland-CUA,871.0
3/28/2023,College Park-U of Md,532.0
3/28/2023,Anacostia,682.0
3/28/2023,Potomac Ave,533.0
3/28/2023,Greenbelt,705.0
3/28/2023,Congress Heights,292.0
3/28/2023,Southern Ave,381.0
3/28/2023,Stadium-Armory,380.0
3/28/2023,Naylor Road,203.0
3/28/2023,Suitland,388.0
3/28/2023,Minnesota Ave,291.0
3/28/2023,Branch Ave,381.0
3/28/2023,Deanwood,215.0
3/28/2023,Benning Road,327.0
3/28/2023,Cheverly,128.0
3/28/2023,Capitol Heights,222.0
3/28/2023,Landover,156.0
3/28/2023,New Carrollton,618.0
3/28/2023,Addison Road,204.0
3/28/2023,Morgan Boulevard,113.0
3/28/2023,Downtown Largo,358.0
3/1/2023,Ashburn,182.0
3/1/2023,Loudoun Gateway,44.0
3/1/2023,Dulles Airport,269.0
3/1/2023,Innovation Center,124.0
3/1/2023,Herndon,138.0
3/1/2023,Reston Town Center,125.0
3/1/2023,Vienna,636.0
3/1/2023,Wiehle-Reston East,261.0
3/1/2023,Dunn Loring,285.0
3/1/2023,Greensboro,137.0
3/1/2023,Tysons,283.0
3/1/2023,West Falls Church,215.0
3/1/2023,Shady Grove,860.0
3/1/2023,East Falls Church,438.0
3/1/2023,Rockville,485.0
3/1/2023,Ballston-MU,1025.0
3/1/2023,Twinbrook,461.0
3/1/2023,Virginia Sq-GMU,377.0
3/1/2023,North Bethesda,384.0
3/1/2023,Clarendon,521.0
3/1/2023,Grosvenor-Strathmore,446.0
3/1/2023,Franconia-Springfield,502.0
3/1/2023,Medical Center,445.0
3/1/2023,Rosslyn,1523.0
3/1/2023,Bethesda,914.0
3/1/2023,Van Dorn Street,202.0
3/1/2023,Friendship Heights,875.0
3/1/2023,Tenleytown-AU,980.0
3/1/2023,Arlington Cemetery,179.0
3/1/2023,Van Ness-UDC,896.0
3/1/2023,Foggy Bottom-GWU,2039.0
3/1/2023,Cleveland Park,509.0
3/1/2023,Pentagon City,1325.0
3/1/2023,Woodley Park,754.0
3/1/2023,Farragut West,1561.0
3/1/2023,Dupont Circle,1597.0
3/1/2023,Crystal City,1137.0
3/1/2023,Farragut North,1615.0
3/1/2023,McPherson Sq,1220.0
3/1/2023,King St-Old Town,634.0
3/1/2023,Braddock Road,365.0
3/1/2023,Eisenhower Ave,114.0
3/1/2023,Huntington,420.0
3/1/2023,Smithsonian,744.0
3/1/2023,Federal Triangle,591.0
3/1/2023,Columbia Heights,1602.0
3/1/2023,Silver Spring,1201.0
3/1/2023,Wheaton,419.0
3/1/2023,Forest Glen,188.0
3/1/2023,Takoma,625.0
3/1/2023,U Street,670.0
3/1/2023,Georgia Ave-Petworth,793.0
3/1/2023,L'Enfant Plaza,1638.0
3/1/2023,Archives,468.0
3/1/2023,Gallery Place,1574.0
3/1/2023,Mt Vernon Sq,425.0
3/1/2023,Fort Totten,1304.0
3/1/2023,Waterfront,566.0
3/1/2023,Federal Center SW,444.0
3/1/2023,Judiciary Square,765.0
3/1/2023,Navy Yard-Ballpark,896.0
3/1/2023,West Hyattsville,433.0
3/1/2023,Capitol South,1081.0
3/1/2023,Hyattsville Crossing,529.0
3/1/2023,Union Station,2459.0
3/1/2023,NoMa-Gallaudet U,1358.0
3/1/2023,Brookland-CUA,774.0
3/1/2023,Eastern Market,689.0
3/1/2023,Anacostia,624.0
3/1/2023,Potomac Ave,482.0
3/1/2023,Greenbelt,462.0
3/1/2023,Congress Heights,268.0
3/1/2023,Southern Ave,337.0
3/1/2023,Stadium-Armory,360.0
3/1/2023,Naylor Road,215.0
3/1/2023,Suitland,279.0
3/1/2023,Minnesota Ave,268.0
3/1/2023,Deanwood,173.0
3/1/2023,Benning Road,413.0
3/1/2023,Cheverly,106.0
3/1/2023,New Carrollton,406.0
3/1/2023,Addison Road,233.0
3/1/2023,Morgan Boulevard,131.0
3/1/2023,Downtown Largo,280.0
3/8/2023,Ashburn,199.0
3/8/2023,Loudoun Gateway,40.0
3/8/2023,Dulles Airport,292.0
3/8/2023,Innovation Center,134.0
3/8/2023,Herndon,155.0
3/8/2023,Reston Town Center,135.0
3/8/2023,Vienna,761.0
3/8/2023,Wiehle-Reston East,273.0
3/8/2023,Dunn Loring,276.0
3/8/2023,Greensboro,146.0
3/8/2023,West Falls Church,217.0
3/8/2023,McLean,174.0
3/8/2023,Rockville,432.0
3/8/2023,Ballston-MU,1071.0
3/8/2023,Twinbrook,474.0
3/8/2023,Virginia Sq-GMU,368.0
3/8/2023,North Bethesda,361.0
3/8/2023,Grosvenor-Strathmore,432.0
3/8/2023,Court House,677.0
3/8/2023,Franconia-Springfield,517.0
3/8/2023,Medical Center,495.0
3/8/2023,Rosslyn,1622.0
3/8/2023,Bethesda,889.0
3/8/2023,Van Dorn Street,238.0
3/8/2023,Friendship Heights,926.0
3/8/2023,Arlington Cemetery,353.0
3/8/2023,Van Ness-UDC,703.0
3/8/2023,Foggy Bottom-GWU,2381.0
3/8/2023,Cleveland Park,696.0
3/8/2023,Pentagon City,1384.0
3/8/2023,Woodley Park,779.0
3/8/2023,Pentagon,1170.0
3/8/2023,Farragut West,1618.0
3/8/2023,Dupont Circle,1692.0
3/8/2023,Crystal City,1085.0
3/8/2023,Farragut North,1768.0
3/8/2023,McPherson Sq,1203.0
3/8/2023,King St-Old Town,694.0
3/8/2023,Ronald Reagan Washington National Airport,1090.0
3/8/2023,Braddock Road,392.0
3/8/2023,Eisenhower Ave,134.0
3/8/2023,Huntington,496.0
3/8/2023,Smithsonian,955.0
3/8/2023,Federal Triangle,774.0
3/8/2023,Metro Center,2122.0
3/8/2023,Columbia Heights,1498.0
3/8/2023,Glenmont,559.0
3/8/2023,Silver Spring,984.0
3/8/2023,Wheaton,419.0
3/8/2023,Forest Glen,197.0
3/8/2023,Takoma,593.0
3/8/2023,U Street,619.0
3/8/2023,Georgia Ave-Petworth,799.0
3/8/2023,Shaw-Howard U,590.0
3/8/2023,L'Enfant Plaza,1658.0
3/8/2023,Archives,443.0
3/8/2023,Gallery Place,1521.0
3/8/2023,Mt Vernon Sq,398.0
3/8/2023,Fort Totten,1214.0
3/8/2023,Waterfront,547.0
3/8/2023,Federal Center SW,467.0
3/8/2023,Judiciary Square,639.0
3/8/2023,Navy Yard-Ballpark,936.0
3/8/2023,West Hyattsville,434.0
3/8/2023,Capitol South,1070.0
3/8/2023,Hyattsville Crossing,496.0
3/8/2023,Union Station,2705.0
3/8/2023,Rhode Island Ave,791.0
3/8/2023,NoMa-Gallaudet U,1390.0
3/8/2023,Brookland-CUA,770.0
3/8/2023,College Park-U of Md,330.0
3/8/2023,Anacostia,575.0
3/8/2023,Potomac Ave,507.0
3/8/2023,Greenbelt,432.0
3/8/2023,Congress Heights,295.0
3/8/2023,Southern Ave,376.0
3/8/2023,Stadium-Armory,349.0
3/8/2023,Naylor Road,176.0
3/8/2023,Suitland,289.0
3/8/2023,Minnesota Ave,241.0
3/8/2023,Branch Ave,334.0
3/8/2023,Deanwood,184.0
3/8/2023,Benning Road,335.0
3/8/2023,Cheverly,99.0
3/8/2023,Capitol Heights,185.0
3/8/2023,Landover,98.0
3/8/2023,New Carrollton,417.0
3/8/2023,Addison Road,206.0
3/8/2023,Morgan Boulevard,133.0
3/15/2023,Ashburn,229.0
3/15/2023,Loudoun Gateway,69.0
3/15/2023,Dulles Airport,243.0
3/15/2023,Innovation Center,185.0
3/15/2023,Herndon,228.0
3/15/2023,Reston Town Center,154.0
3/15/2023,Vienna,838.0
3/15/2023,Wiehle-Reston East,382.0
3/15/2023,Spring Hill,132.0
3/15/2023,Dunn Loring,325.0
3/15/2023,Greensboro,115.0
3/15/2023,Tysons,355.0
3/15/2023,West Falls Church,246.0
3/15/2023,McLean,184.0
3/15/2023,Shady Grove,1009.0
3/15/2023,East Falls Church,541.0
3/15/2023,Rockville,560.0
3/15/2023,Ballston-MU,1228.0
3/15/2023,Twinbrook,446.0
3/15/2023,Virginia Sq-GMU,479.0
3/15/2023,North Bethesda,438.0
3/15/2023,Clarendon,518.0
3/15/2023,Grosvenor-Strathmore,508.0
3/15/2023,Court House,838.0
3/15/2023,Franconia-Springfield,754.0
3/15/2023,Medical Center,515.0
3/15/2023,Rosslyn,1773.0
3/15/2023,Bethesda,1116.0
3/15/2023,Van Dorn Street,243.0
3/15/2023,Friendship Heights,949.0
3/15/2023,Tenleytown-AU,604.0
3/15/2023,Arlington Cemetery,653.0
3/15/2023,Van Ness-UDC,800.0
3/15/2023,Foggy Bottom-GWU,2292.0
3/15/2023,Cleveland Park,475.0
3/15/2023,Pentagon City,1497.0
3/15/2023,Woodley Park,974.0
3/15/2023,Pentagon,1228.0
3/15/2023,Farragut West,1750.0
3/15/2023,Crystal City,1160.0
3/15/2023,Farragut North,1792.0
3/15/2023,McPherson Sq,1460.0
3/15/2023,King St-Old Town,1144.0
3/15/2023,Ronald Reagan Washington National Airport,1597.0
3/15/2023,Braddock Road,377.0
3/15/2023,Eisenhower Ave,233.0
3/15/2023,Huntington,547.0
3/15/2023,Smithsonian,1432.0
3/15/2023,Federal Triangle,981.0
3/15/2023,Metro Center,2608.0
3/15/2023,Columbia Heights,1492.0
3/15/2023,Glenmont,588.0
3/15/2023,Silver Spring,1192.0
3/15/2023,Wheaton,433.0
3/15/2023,Forest Glen,224.0
3/15/2023,Takoma,654.0
3/15/2023,U Street,730.0
3/15/2023,Georgia Ave-Petworth,797.0
3/15/2023,Shaw-Howard U,580.0
3/15/2023,L'Enfant Plaza,2108.0
3/15/2023,Archives,564.0
3/15/2023,Gallery Place,1861.0
3/15/2023,Mt Vernon Sq,608.0
3/15/2023,Fort Totten,1252.0
3/15/2023,Waterfront,542.0
3/15/2023,Federal Center SW,534.0
3/15/2023,Judiciary Square,754.0
3/15/2023,Navy Yard-Ballpark,1175.0
3/15/2023,West Hyattsville,377.0
3/15/2023,Capitol South,1252.0
3/15/2023,Hyattsville Crossing,477.0
3/15/2023,Union Station,2897.0
3/15/2023,Rhode Island Ave,1034.0
3/15/2023,NoMa-Gallaudet U,1589.0
3/15/2023,Brookland-CUA,760.0
3/15/2023,Eastern Market,833.0
3/15/2023,College Park-U of Md,376.0
3/15/2023,Anacostia,604.0
3/15/2023,Potomac Ave,509.0
3/15/2023,Greenbelt,514.0
3/15/2023,Congress Heights,265.0
3/15/2023,Southern Ave,408.0
3/15/2023,Stadium-Armory,344.0
3/15/2023,Naylor Road,202.0
3/15/2023,Suitland,323.0
3/15/2023,Minnesota Ave,265.0
3/15/2023,Branch Ave,349.0
3/15/2023,Deanwood,178.0
3/15/2023,Benning Road,376.0
3/15/2023,Cheverly,106.0
3/15/2023,Capitol Heights,238.0
3/15/2023,Landover,120.0
3/15/2023,New Carrollton,512.0
3/15/2023,Morgan Boulevard,133.0
3/15/2023,Downtown Largo,332.0
3/22/2023,Ashburn,295.0
3/22/2023,Loudoun Gateway,35.0
3/22/2023,Dulles Airport,336.0
3/22/2023,Innovation Center,179.0
3/22/2023,Herndon,250.0
3/22/2023,Reston Town Center,183.0
3/22/2023,Vienna,1015.0
3/22/2023,Wiehle-Reston East,463.0
3/22/2023,Dunn Loring,413.0
3/22/2023,Greensboro,166.0
3/22/2023,Tysons,365.0
3/22/2023,West Falls Church,352.0
3/22/2023,McLean,223.0
3/22/2023,Shady Grove,1679.0
3/22/2023,East Falls Church,614.0
3/22/2023,Ballston-MU,1289.0
3/22/2023,Twinbrook,564.0
3/22/2023,Virginia Sq-GMU,423.0
3/22/2023,North Bethesda,477.0
3/22/2023,Clarendon,569.0
3/22/2023,Court House,826.0
3/22/2023,Franconia-Springfield,900.0
3/22/2023,Medical Center,553.0
3/22/2023,Rosslyn,1760.0
3/22/2023,Bethesda,1170.0
3/22/2023,Van Dorn Street,326.0
3/22/2023,Friendship Heights,1100.0
3/22/2023,Tenleytown-AU,965.0
3/22/2023,Arlington Cemetery,892.0
3/22/2023,Van Ness-UDC,902.0
3/22/2023,Foggy Bottom-GWU,2680.0
3/22/2023,Cleveland Park,631.0
3/22/2023,Pentagon City,1852.0
3/22/2023,Woodley Park,985.0
3/22/2023,Pentagon,1252.0
3/22/2023,Farragut West,1712.0
3/22/2023,Dupont Circle,1879.0
3/22/2023,Crystal City,1374.0
3/22/2023,Farragut North,1721.0
3/22/2023,McPherson Sq,1577.0
3/22/2023,King St-Old Town,1121.0
3/22/2023,Ronald Reagan Washington National Airport,1543.0
3/22/2023,Braddock Road,448.0
3/22/2023,Eisenhower Ave,211.0
3/22/2023,Huntington,606.0
3/22/2023,Smithsonian,3137.0
3/22/2023,Federal Triangle,797.0
3/22/2023,Metro Center,2618.0
3/22/2023,Columbia Heights,1536.0
3/22/2023,Glenmont,762.0
3/22/2023,Silver Spring,1448.0
3/22/2023,Wheaton,474.0
3/22/2023,Forest Glen,256.0
3/22/2023,Takoma,681.0
3/22/2023,U Street,777.0
3/22/2023,Georgia Ave-Petworth,893.0
3/22/2023,Shaw-Howard U,757.0
3/22/2023,L'Enfant Plaza,2082.0
3/22/2023,Gallery Place,1802.0
3/22/2023,Mt Vernon Sq,491.0
3/22/2023,Waterfront,637.0
3/22/2023,Federal Center SW,513.0
3/22/2023,Navy Yard-Ballpark,1020.0
3/22/2023,West Hyattsville,432.0
3/22/2023,Capitol South,1399.0
3/22/2023,Hyattsville Crossing,538.0
3/22/2023,Union Station,2536.0
3/22/2023,Rhode Island Ave,931.0
3/22/2023,NoMa-Gallaudet U,1512.0
3/22/2023,Brookland-CUA,833.0
3/22/2023,Eastern Market,880.0
3/22/2023,College Park-U of Md,600.0
3/22/2023,Anacostia,598.0
3/22/2023,Potomac Ave,560.0
3/22/2023,Greenbelt,836.0
3/22/2023,Congress Heights,313.0
3/22/2023,Southern Ave,412.0
3/22/2023,Stadium-Armory,379.0
3/22/2023,Naylor Road,217.0
3/22/2023,Suitland,332.0
3/22/2023,Minnesota Ave,248.0
3/22/2023,Branch Ave,372.0
3/22/2023,Deanwood,185.0
3/22/2023,Benning Road,313.0
3/22/2023,Cheverly,132.0
3/22/2023,Capitol Heights,229.0
3/22/2023,Landover,175.0
3/22/2023,New Carrollton,797.0
3/22/2023,Morgan Boulevard,121.0
3/22/2023,Downtown Largo,371.0
3/29/2023,Ashburn,288.0
3/29/2023,Loudoun Gateway,55.0
3/29/2023,Dulles Airport,440.0
3/29/2023,Innovation Center,207.0
3/29/2023,Herndon,180.0
3/29/2023,Reston Town Center,147.0
3/29/2023,Vienna,1048.0
3/29/2023,Wiehle-Reston East,436.0
3/29/2023,Spring Hill,138.0
3/29/2023,Dunn Loring,438.0
3/29/2023,Greensboro,178.0
3/29/2023,Tysons,398.0
3/29/2023,West Falls Church,318.0
3/29/2023,McLean,193.0
3/29/2023,Shady Grove,1160.0
3/29/2023,East Falls Church,605.0
3/29/2023,Rockville,587.0
3/29/2023,Twinbrook,564.0
3/29/2023,Virginia Sq-GMU,438.0
3/29/2023,North Bethesda,458.0
3/29/2023,Clarendon,519.0
3/29/2023,Grosvenor-Strathmore,575.0
3/29/2023,Court House,981.0
3/29/2023,Franconia-Springfield,784.0
3/29/2023,Medical Center,540.0
3/29/2023,Rosslyn,1970.0
3/29/2023,Bethesda,1224.0
3/29/2023,Friendship Heights,1073.0
3/29/2023,Tenleytown-AU,845.0
3/29/2023,Arlington Cemetery,1055.0
3/29/2023,Van Ness-UDC,906.0
3/29/2023,Foggy Bottom-GWU,2661.0
3/29/2023,Cleveland Park,606.0
3/29/2023,Pentagon City,1678.0
3/29/2023,Woodley Park,1198.0
3/29/2023,Pentagon,1335.0
3/29/2023,Farragut West,1881.0
3/29/2023,Dupont Circle,2092.0
3/29/2023,Crystal City,1430.0
3/29/2023,Farragut North,1859.0
3/29/2023,McPherson Sq,1478.0
3/29/2023,King St-Old Town,1153.0
3/29/2023,Ronald Reagan Washington National Airport,1626.0
3/29/2023,Braddock Road,520.0
3/29/2023,Eisenhower Ave,204.0
3/29/2023,Huntington,645.0
3/29/2023,Smithsonian,2519.0
3/29/2023,Federal Triangle,956.0
3/29/2023,Metro Center,2722.0
3/29/2023,Columbia Heights,1579.0
3/29/2023,Glenmont,666.0
3/29/2023,Silver Spring,1406.0
3/29/2023,Wheaton,425.0
3/29/2023,Forest Glen,248.0
3/29/2023,Takoma,719.0
3/29/2023,Georgia Ave-Petworth,823.0
3/29/2023,Shaw-Howard U,639.0
3/29/2023,L'Enfant Plaza,2073.0
3/29/2023,Archives,561.0
3/29/2023,Gallery Place,1779.0
3/29/2023,Mt Vernon Sq,459.0
3/29/2023,Fort Totten,1481.0
3/29/2023,Waterfront,597.0
3/29/2023,Federal Center SW,632.0
3/29/2023,Judiciary Square,768.0
3/29/2023,Navy Yard-Ballpark,1108.0
3/29/2023,West Hyattsville,446.0
3/29/2023,Capitol South,1489.0
3/29/2023,Hyattsville Crossing,504.0
3/29/2023,Union Station,2668.0
3/29/2023,NoMa-Gallaudet U,1677.0
3/29/2023,Brookland-CUA,859.0
3/29/2023,Eastern Market,934.0
3/29/2023,College Park-U of Md,557.0
3/29/2023,Anacostia,639.0
3/29/2023,Greenbelt,709.0
3/29/2023,Congress Heights,279.0
3/29/2023,Southern Ave,431.0
3/29/2023,Stadium-Armory,406.0
3/29/2023,Naylor Road,215.0
3/29/2023,Suitland,368.0
3/29/2023,Branch Ave,394.0
3/29/2023,Deanwood,215.0
3/29/2023,Benning Road,345.0
3/29/2023,Cheverly,127.0
3/29/2023,Capitol Heights,259.0
3/29/2023,Landover,163.0
3/29/2023,New Carrollton,661.0
3/29/2023,Addison Road,226.0
3/29/2023,Morgan Boulevard,121.0
3/29/2023,Downtown Largo,370.0
3/3/2023,Ashburn,177.0
3/3/2023,Loudoun Gateway,44.0
3/3/2023,Dulles Airport,442.0
3/3/2023,Innovation Center,162.0
3/3/2023,Herndon,114.0
3/3/2023,Reston Town Center,100.0
3/3/2023,Vienna,570.0
3/3/2023,Wiehle-Reston East,325.0
3/3/2023,Spring Hill,144.0
3/3/2023,Dunn Loring,263.0
3/3/2023,Greensboro,160.0
3/3/2023,Tysons,570.0
3/3/2023,West Falls Church,121.0
3/3/2023,McLean,264.0
3/3/2023,Shady Grove,815.0
3/3/2023,Rockville,382.0
3/3/2023,Twinbrook,401.0
3/3/2023,Virginia Sq-GMU,445.0
3/3/2023,North Bethesda,326.0
3/3/2023,Clarendon,519.0
3/3/2023,Grosvenor-Strathmore,359.0
3/3/2023,Court House,784.0
3/3/2023,Franconia-Springfield,419.0
3/3/2023,Medical Center,1332.0
3/3/2023,Bethesda,1050.0
3/3/2023,Van Dorn Street,175.0
3/3/2023,Friendship Heights,901.0
3/3/2023,Tenleytown-AU,1372.0
3/3/2023,Arlington Cemetery,114.0
3/3/2023,Van Ness-UDC,686.0
3/3/2023,Cleveland Park,474.0
3/3/2023,Pentagon City,1362.0
3/3/2023,Woodley Park,687.0
3/3/2023,Pentagon,2514.0
3/3/2023,Farragut West,3197.0
3/3/2023,Dupont Circle,2704.0
3/3/2023,Crystal City,1069.0
3/3/2023,Farragut North,3715.0
3/3/2023,McPherson Sq,1986.0
3/3/2023,King St-Old Town,609.0
3/3/2023,Ronald Reagan Washington National Airport,1067.0
3/3/2023,Braddock Road,300.0
3/3/2023,Eisenhower Ave,144.0
3/3/2023,Huntington,343.0
3/3/2023,Smithsonian,1855.0
3/3/2023,Metro Center,4294.0
3/3/2023,Columbia Heights,2058.0
3/3/2023,Glenmont,358.0
3/3/2023,Wheaton,354.0
3/3/2023,Forest Glen,150.0
3/3/2023,Takoma,534.0
3/3/2023,U Street,982.0
3/3/2023,Georgia Ave-Petworth,870.0
3/3/2023,Shaw-Howard U,942.0
3/3/2023,L'Enfant Plaza,2741.0
3/3/2023,Archives,1408.0
3/3/2023,Mt Vernon Sq,968.0
3/3/2023,Fort Totten,1033.0
3/3/2023,Waterfront,696.0
3/3/2023,Judiciary Square,1242.0
3/3/2023,Navy Yard-Ballpark,1534.0
3/3/2023,West Hyattsville,309.0
3/3/2023,Capitol South,2104.0
3/3/2023,Hyattsville Crossing,402.0
3/3/2023,Union Station,3434.0
3/3/2023,Rhode Island Ave,608.0
3/3/2023,NoMa-Gallaudet U,1937.0
3/3/2023,Brookland-CUA,1044.0
3/3/2023,Eastern Market,809.0
3/3/2023,College Park-U of Md,633.0
3/3/2023,Anacostia,507.0
3/3/2023,Potomac Ave,352.0
3/3/2023,Greenbelt,449.0
3/3/2023,Congress Heights,255.0
3/3/2023,Southern Ave,245.0
3/3/2023,Stadium-Armory,337.0
3/3/2023,Naylor Road,107.0
3/3/2023,Suitland,193.0
3/3/2023,Minnesota Ave,214.0
3/3/2023,Branch Ave,243.0
3/3/2023,Deanwood,111.0
3/3/2023,Benning Road,193.0
3/3/2023,Cheverly,51.0
3/3/2023,Capitol Heights,100.0
3/3/2023,Landover,58.0
3/3/2023,New Carrollton,323.0
3/3/2023,Addison Road,137.0
3/3/2023,Downtown Largo,233.0
3/10/2023,Ashburn,168.0
3/10/2023,Loudoun Gateway,45.0
3/10/2023,Dulles Airport,487.0
3/10/2023,Innovation Center,203.0
3/10/2023,Herndon,131.0
3/10/2023,Reston Town Center,141.0
3/10/2023,Vienna,650.0
3/10/2023,Wiehle-Reston East,330.0
3/10/2023,Spring Hill,162.0
3/10/2023,Dunn Loring,286.0
3/10/2023,Greensboro,185.0
3/10/2023,Tysons,558.0
3/10/2023,West Falls Church,138.0
3/10/2023,McLean,294.0
3/10/2023,Shady Grove,758.0
3/10/2023,East Falls Church,349.0
3/10/2023,Rockville,398.0
3/10/2023,Ballston-MU,1302.0
3/10/2023,Twinbrook,410.0
3/10/2023,Virginia Sq-GMU,494.0
3/10/2023,North Bethesda,352.0
3/10/2023,Clarendon,598.0
3/10/2023,Grosvenor-Strathmore,376.0
3/10/2023,Court House,859.0
3/10/2023,Franconia-Springfield,431.0
3/10/2023,Medical Center,1326.0
3/10/2023,Rosslyn,1713.0
3/10/2023,Bethesda,1057.0
3/10/2023,Van Dorn Street,142.0
3/10/2023,Friendship Heights,944.0
3/10/2023,Tenleytown-AU,1167.0
3/10/2023,Arlington Cemetery,152.0
3/10/2023,Van Ness-UDC,736.0
3/10/2023,Foggy Bottom-GWU,4518.0
3/10/2023,Cleveland Park,463.0
3/10/2023,Pentagon City,1362.0
3/10/2023,Woodley Park,746.0
3/10/2023,Pentagon,2412.0
3/10/2023,Farragut West,3325.0
3/10/2023,Dupont Circle,2798.0
3/10/2023,Crystal City,1040.0
3/10/2023,Farragut North,3562.0
3/10/2023,McPherson Sq,2065.0
3/10/2023,King St-Old Town,586.0
3/10/2023,Ronald Reagan Washington National Airport,1135.0
3/10/2023,Braddock Road,347.0
3/10/2023,Eisenhower Ave,172.0
3/10/2023,Smithsonian,2250.0
3/10/2023,Federal Triangle,1739.0
3/10/2023,Metro Center,4512.0
3/10/2023,Columbia Heights,1813.0
3/10/2023,Glenmont,383.0
3/10/2023,Silver Spring,1091.0
3/10/2023,Wheaton,335.0
3/10/2023,Forest Glen,139.0
3/10/2023,Takoma,409.0
3/10/2023,U Street,917.0
3/10/2023,Georgia Ave-Petworth,732.0
3/10/2023,Shaw-Howard U,560.0
3/10/2023,L'Enfant Plaza,2931.0
3/10/2023,Archives,1426.0
3/10/2023,Gallery Place,2992.0
3/10/2023,Mt Vernon Sq,652.0
3/10/2023,Fort Totten,1027.0
3/10/2023,Waterfront,717.0
3/10/2023,Federal Center SW,1026.0
3/10/2023,Judiciary Square,1261.0
3/10/2023,West Hyattsville,312.0
3/10/2023,Capitol South,2354.0
3/10/2023,Hyattsville Crossing,446.0
3/10/2023,Union Station,3350.0
3/10/2023,Rhode Island Ave,619.0
3/10/2023,NoMa-Gallaudet U,1895.0
3/10/2023,Eastern Market,768.0
3/10/2023,College Park-U of Md,695.0
3/10/2023,Anacostia,397.0
3/10/2023,Potomac Ave,355.0
3/10/2023,Greenbelt,468.0
3/10/2023,Congress Heights,171.0
3/10/2023,Southern Ave,199.0
3/10/2023,Stadium-Armory,277.0
3/10/2023,Naylor Road,116.0
3/10/2023,Suitland,204.0
3/10/2023,Minnesota Ave,175.0
3/10/2023,Branch Ave,284.0
3/10/2023,Deanwood,89.0
3/10/2023,Benning Road,146.0
3/10/2023,Cheverly,66.0
3/10/2023,Capitol Heights,117.0
3/10/2023,Landover,54.0
3/10/2023,New Carrollton,355.0
3/10/2023,Addison Road,136.0
3/10/2023,Morgan Boulevard,85.0
3/10/2023,Downtown Largo,206.0
3/17/2023,Ashburn,299.0
3/17/2023,Loudoun Gateway,53.0
3/17/2023,Dulles Airport,536.0
3/17/2023,Innovation Center,220.0
3/17/2023,Herndon,145.0
3/17/2023,Reston Town Center,216.0
3/17/2023,Vienna,735.0
3/17/2023,Wiehle-Reston East,438.0
3/17/2023,Spring Hill,163.0
3/17/2023,Dunn Loring,394.0
3/17/2023,Greensboro,194.0
3/17/2023,Tysons,640.0
3/17/2023,West Falls Church,182.0
3/17/2023,McLean,301.0
3/17/2023,Shady Grove,1057.0
3/17/2023,East Falls Church,553.0
3/17/2023,Rockville,458.0
3/17/2023,Ballston-MU,1497.0
3/17/2023,Twinbrook,520.0
3/17/2023,Virginia Sq-GMU,556.0
3/17/2023,North Bethesda,392.0
3/17/2023,Clarendon,741.0
3/17/2023,Grosvenor-Strathmore,529.0
3/17/2023,Court House,936.0
3/17/2023,Franconia-Springfield,556.0
3/17/2023,Medical Center,1324.0
3/17/2023,Rosslyn,2081.0
3/17/2023,Bethesda,1345.0
3/17/2023,Van Dorn Street,208.0
3/17/2023,Friendship Heights,986.0
3/17/2023,Tenleytown-AU,1127.0
3/17/2023,Arlington Cemetery,542.0
3/17/2023,Van Ness-UDC,885.0
3/17/2023,Foggy Bottom-GWU,4276.0
3/17/2023,Cleveland Park,641.0
3/17/2023,Pentagon City,1688.0
3/17/2023,Woodley Park,1677.0
3/17/2023,Pentagon,2269.0
3/17/2023,Dupont Circle,3078.0
3/17/2023,Crystal City,1110.0
3/17/2023,Farragut North,3546.0
3/17/2023,McPherson Sq,2156.0
3/17/2023,King St-Old Town,893.0
3/17/2023,Ronald Reagan Washington National Airport,1464.0
3/17/2023,Braddock Road,450.0
3/17/2023,Eisenhower Ave,243.0
3/17/2023,Huntington,422.0
3/17/2023,Smithsonian,3880.0
3/17/2023,Federal Triangle,2071.0
3/17/2023,Metro Center,5258.0
3/17/2023,Columbia Heights,2259.0
3/17/2023,Glenmont,504.0
3/17/2023,Silver Spring,1316.0
3/17/2023,Wheaton,387.0
