Date,Station,Entries
3/19/2023,Metro Center,13.0
3/19/2023,Columbia Heights,11.0
3/19/2023,Glenmont,33.0
3/19/2023,Wheaton,8.0
3/19/2023,Forest Glen,9.0
3/19/2023,Takoma,11.0
3/19/2023,U Street,15.0
3/19/2023,Georgia Ave-Petworth,2.0
3/19/2023,Shaw-Howard U,9.0
3/19/2023,L'Enfant Plaza,27.0
3/19/2023,Archives,2.0
3/19/2023,Gallery Place,26.0
3/19/2023,Mt Vernon Sq,15.0
3/19/2023,Fort Totten,17.0
3/19/2023,Waterfront,2.0
3/19/2023,Federal Center SW,1.0
3/19/2023,Judiciary Square,3.0
3/19/2023,Navy Yard-Ballpark,4.0
3/19/2023,West Hyattsville,2.0
3/19/2023,Capitol South,1.0
3/19/2023,Hyattsville Crossing,3.0
3/19/2023,Union Station,15.0
3/19/2023,Rhode Island Ave,34.0
3/19/2023,NoMa-Gallaudet U,23.0
3/19/2023,Brookland-CUA,10.0
3/19/2023,Eastern Market,2.0
3/19/2023,College Park-U of Md,12.0
3/19/2023,Anacostia,10.0
3/19/2023,Greenbelt,1.0
3/19/2023,Congress Heights,0.0
3/19/2023,Southern Ave,12.0
3/19/2023,Stadium-Armory,6.0
3/19/2023,Naylor Road,7.0
3/19/2023,Minnesota Ave,3.0
3/19/2023,Branch Ave,4.0
3/19/2023,Benning Road,11.0
3/19/2023,Cheverly,5.0
3/19/2023,Capitol Heights,2.0
3/19/2023,New Carrollton,3.0
3/19/2023,Addison Road,1.0
3/19/2023,Morgan Boulevard,0.0
3/19/2023,Downtown Largo,4.0
3/26/2023,Federal Triangle,
3/26/2023,Ashburn,0.0
3/26/2023,Loudoun Gateway,0.0
3/26/2023,Dulles Airport,2.0
3/26/2023,Innovation Center,0.0
3/26/2023,Herndon,2.0
3/26/2023,Reston Town Center,0.0
3/26/2023,Vienna,4.0
3/26/2023,Wiehle-Reston East,16.0
3/26/2023,Spring Hill,1.0
3/26/2023,Tysons,3.0
3/26/2023,West Falls Church,4.0
3/26/2023,McLean,1.0
3/26/2023,Shady Grove,1.0
3/26/2023,East Falls Church,3.0
3/26/2023,Rockville,1.0
3/26/2023,Ballston-MU,2.0
3/26/2023,Twinbrook,1.0
3/26/2023,Virginia Sq-GMU,1.0
3/26/2023,North Bethesda,1.0
3/26/2023,Clarendon,1.0
3/26/2023,Grosvenor-Strathmore,2.0
3/26/2023,Franconia-Springfield,20.0
3/26/2023,Medical Center,1.0
3/26/2023,Rosslyn,5.0
3/26/2023,Bethesda,11.0
3/26/2023,Van Dorn Street,6.0
3/26/2023,Friendship Heights,9.0
3/26/2023,Tenleytown-AU,0.0
3/26/2023,Van Ness-UDC,1.0
3/26/2023,Foggy Bottom-GWU,7.0
3/26/2023,Cleveland Park,8.0
3/26/2023,Pentagon City,5.0
3/26/2023,Woodley Park,0.0
3/26/2023,Pentagon,2.0
3/26/2023,Dupont Circle,22.0
3/26/2023,Crystal City,8.0
3/26/2023,Farragut North,9.0
3/26/2023,McPherson Sq,11.0
3/26/2023,King St-Old Town,1.0
3/26/2023,Ronald Reagan Washington National Airport,10.0
3/26/2023,Braddock Road,9.0
3/26/2023,Eisenhower Ave,3.0
3/26/2023,Huntington,2.0
3/26/2023,Smithsonian,4.0
3/26/2023,Metro Center,14.0
3/26/2023,Columbia Heights,6.0
3/26/2023,Glenmont,2.0
3/26/2023,Silver Spring,17.0
3/26/2023,Wheaton,1.0
3/26/2023,Takoma,6.0
3/26/2023,U Street,12.0
3/26/2023,Georgia Ave-Petworth,13.0
3/26/2023,Shaw-Howard U,9.0
3/26/2023,L'Enfant Plaza,26.0
3/26/2023,Archives,3.0
3/26/2023,Gallery Place,19.0
3/26/2023,Mt Vernon Sq,15.0
3/26/2023,Fort Totten,24.0
3/26/2023,Waterfront,3.0
3/26/2023,Judiciary Square,6.0
3/26/2023,Navy Yard-Ballpark,8.0
3/26/2023,West Hyattsville,16.0
3/26/2023,Capitol South,6.0
3/26/2023,Hyattsville Crossing,5.0
3/26/2023,Union Station,4.0
3/26/2023,Rhode Island Ave,1.0
3/26/2023,NoMa-Gallaudet U,3.0
3/26/2023,Brookland-CUA,10.0
3/26/2023,Eastern Market,7.0
3/26/2023,College Park-U of Md,3.0
3/26/2023,Anacostia,2.0
3/26/2023,Greenbelt,6.0
3/26/2023,Congress Heights,2.0
3/26/2023,Southern Ave,0.0
3/26/2023,Stadium-Armory,1.0
3/26/2023,Naylor Road,1.0
3/26/2023,Suitland,3.0
3/26/2023,Minnesota Ave,2.0
3/26/2023,Deanwood,1.0
3/26/2023,Cheverly,2.0
3/26/2023,Capitol Heights,0.0
3/26/2023,Landover,3.0
3/26/2023,New Carrollton,3.0
3/26/2023,Addison Road,3.0
3/26/2023,Morgan Boulevard,3.0
3/26/2023,Downtown Largo,2.0
3/5/2023,Ashburn,452.0
3/5/2023,Loudoun Gateway,51.0
3/5/2023,Dulles Airport,321.0
3/5/2023,Innovation Center,184.0
3/5/2023,Herndon,186.0
3/5/2023,Reston Town Center,175.0
3/5/2023,Wiehle-Reston East,461.0
3/5/2023,Spring Hill,104.0
3/5/2023,Dunn Loring,370.0
3/5/2023,Greensboro,126.0
3/5/2023,Tysons,362.0
3/5/2023,West Falls Church,185.0
3/5/2023,McLean,157.0
3/5/2023,Shady Grove,1133.0
3/5/2023,East Falls Church,651.0
3/5/2023,Rockville,464.0
3/5/2023,Ballston-MU,1138.0
3/5/2023,Twinbrook,470.0
3/5/2023,Virginia Sq-GMU,604.0
3/5/2023,North Bethesda,368.0
3/5/2023,Clarendon,704.0
3/5/2023,Grosvenor-Strathmore,507.0
3/5/2023,Court House,873.0
3/5/2023,Franconia-Springfield,690.0
3/5/2023,Rosslyn,1464.0
3/5/2023,Bethesda,934.0
3/5/2023,Van Dorn Street,282.0
3/5/2023,Friendship Heights,651.0
3/5/2023,Tenleytown-AU,732.0
3/5/2023,Arlington Cemetery,517.0
3/5/2023,Van Ness-UDC,715.0
3/5/2023,Foggy Bottom-GWU,1860.0
3/5/2023,Pentagon City,1707.0
3/5/2023,Woodley Park,1190.0
3/5/2023,Pentagon,267.0
3/5/2023,Farragut West,904.0
3/5/2023,Dupont Circle,2217.0
3/5/2023,Crystal City,1195.0
3/5/2023,Farragut North,812.0
3/5/2023,McPherson Sq,911.0
3/5/2023,King St-Old Town,779.0
3/5/2023,Ronald Reagan Washington National Airport,1140.0
3/5/2023,Braddock Road,462.0
3/5/2023,Eisenhower Ave,173.0
3/5/2023,Smithsonian,1343.0
3/5/2023,Federal Triangle,438.0
3/5/2023,Metro Center,1603.0
3/5/2023,Columbia Heights,1542.0
3/5/2023,Glenmont,560.0
3/5/2023,Silver Spring,1147.0
3/5/2023,Wheaton,387.0
3/5/2023,Forest Glen,237.0
3/5/2023,Takoma,544.0
3/5/2023,U Street,939.0
3/5/2023,Georgia Ave-Petworth,706.0
3/5/2023,Shaw-Howard U,634.0
3/5/2023,L'Enfant Plaza,1006.0
3/5/2023,Archives,382.0
3/5/2023,Gallery Place,1418.0
3/5/2023,Mt Vernon Sq,646.0
3/5/2023,Fort Totten,955.0
3/5/2023,Judiciary Square,346.0
3/5/2023,Navy Yard-Ballpark,1036.0
3/5/2023,West Hyattsville,404.0
3/5/2023,Capitol South,435.0
3/5/2023,Union Station,1846.0
3/5/2023,Rhode Island Ave,690.0
3/5/2023,NoMa-Gallaudet U,1645.0
3/5/2023,Brookland-CUA,654.0
3/5/2023,Eastern Market,1113.0
3/5/2023,Anacostia,411.0
3/5/2023,Greenbelt,711.0
3/5/2023,Congress Heights,219.0
3/5/2023,Southern Ave,241.0
3/5/2023,Stadium-Armory,265.0
3/5/2023,Naylor Road,129.0
3/5/2023,Suitland,208.0
3/5/2023,Minnesota Ave,130.0
3/5/2023,Deanwood,124.0
3/5/2023,Benning Road,225.0
3/5/2023,Cheverly,67.0
3/5/2023,Capitol Heights,138.0
3/5/2023,Landover,76.0
3/5/2023,New Carrollton,414.0
3/5/2023,Morgan Boulevard,0.0
3/5/2023,Downtown Largo,1.0
3/12/2023,Ashburn,374.0
3/12/2023,Loudoun Gateway,35.0
3/12/2023,Dulles Airport,431.0
3/12/2023,Innovation Center,170.0
3/12/2023,Herndon,162.0
3/12/2023,Reston Town Center,127.0
3/12/2023,Vienna,779.0
3/12/2023,Wiehle-Reston East,356.0
3/12/2023,Spring Hill,111.0
3/12/2023,Dunn Loring,289.0
3/12/2023,Greensboro,126.0
3/12/2023,Tysons,313.0
3/12/2023,West Falls Church,144.0
3/12/2023,McLean,147.0
3/12/2023,Shady Grove,876.0
3/12/2023,East Falls Church,490.0
3/12/2023,Rockville,363.0
3/12/2023,Ballston-MU,1124.0
3/12/2023,Twinbrook,366.0
3/12/2023,Virginia Sq-GMU,438.0
3/12/2023,North Bethesda,285.0
3/12/2023,Clarendon,594.0
3/12/2023,Grosvenor-Strathmore,376.0
3/12/2023,Court House,817.0
3/12/2023,Franconia-Springfield,567.0
3/12/2023,Medical Center,170.0
3/12/2023,Rosslyn,1319.0
3/12/2023,Bethesda,846.0
3/12/2023,Van Dorn Street,161.0
3/12/2023,Friendship Heights,604.0
3/12/2023,Tenleytown-AU,509.0
3/12/2023,Arlington Cemetery,865.0
3/12/2023,Van Ness-UDC,527.0
3/12/2023,Foggy Bottom-GWU,1772.0
3/12/2023,Cleveland Park,480.0
3/12/2023,Woodley Park,970.0
3/12/2023,Pentagon,261.0
3/12/2023,Farragut West,865.0
3/12/2023,Dupont Circle,2104.0
3/12/2023,Crystal City,1524.0
3/12/2023,Farragut North,780.0
3/12/2023,King St-Old Town,823.0
3/12/2023,Ronald Reagan Washington National Airport,1575.0
3/12/2023,Braddock Road,371.0
3/12/2023,Eisenhower Ave,173.0
3/12/2023,Huntington,448.0
3/12/2023,Smithsonian,1387.0
3/12/2023,Metro Center,1922.0
3/12/2023,Columbia Heights,1382.0
3/12/2023,Glenmont,509.0
3/12/2023,Silver Spring,961.0
3/12/2023,Forest Glen,180.0
3/12/2023,Takoma,490.0
3/12/2023,U Street,706.0
3/12/2023,Shaw-Howard U,590.0
3/12/2023,Archives,263.0
3/12/2023,Gallery Place,1348.0
3/12/2023,Mt Vernon Sq,580.0
3/12/2023,Fort Totten,852.0
3/12/2023,Waterfront,475.0
3/12/2023,Federal Center SW,376.0
3/12/2023,Judiciary Square,308.0
3/12/2023,Navy Yard-Ballpark,1018.0
3/12/2023,West Hyattsville,336.0
3/12/2023,Capitol South,418.0
3/12/2023,Hyattsville Crossing,368.0
3/12/2023,Union Station,1885.0
3/12/2023,Rhode Island Ave,549.0
3/12/2023,NoMa-Gallaudet U,1556.0
3/12/2023,Brookland-CUA,633.0
3/12/2023,Eastern Market,1152.0
3/12/2023,College Park-U of Md,484.0
3/12/2023,Anacostia,320.0
3/12/2023,Potomac Ave,388.0
3/12/2023,Greenbelt,521.0
3/12/2023,Congress Heights,169.0
3/12/2023,Southern Ave,182.0
3/12/2023,Stadium-Armory,288.0
3/12/2023,Naylor Road,120.0
3/12/2023,Suitland,191.0
3/12/2023,Minnesota Ave,139.0
3/12/2023,Branch Ave,277.0
3/12/2023,Deanwood,106.0
3/12/2023,Benning Road,232.0
3/12/2023,Cheverly,79.0
3/12/2023,Capitol Heights,133.0
3/12/2023,Landover,58.0
3/12/2023,New Carrollton,403.0
3/12/2023,Addison Road,122.0
3/12/2023,Morgan Boulevard,50.0
3/12/2023,Downtown Largo,169.0
3/19/2023,Ashburn,304.0
3/19/2023,Loudoun Gateway,27.0
3/19/2023,Dulles Airport,471.0
3/19/2023,Innovation Center,152.0
3/19/2023,Herndon,151.0
3/19/2023,Reston Town Center,193.0
3/19/2023,Vienna,942.0
3/19/2023,Wiehle-Reston East,457.0
3/19/2023,Spring Hill,95.0
3/19/2023,Dunn Loring,336.0
3/19/2023,Tysons,331.0
3/19/2023,West Falls Church,123.0
3/19/2023,McLean,158.0
3/19/2023,Shady Grove,1114.0
3/19/2023,East Falls Church,590.0
3/19/2023,Rockville,442.0
3/19/2023,Ballston-MU,1183.0
3/19/2023,Twinbrook,457.0
3/19/2023,Virginia Sq-GMU,481.0
3/19/2023,North Bethesda,340.0
3/19/2023,Clarendon,724.0
3/19/2023,Grosvenor-Strathmore,562.0
3/19/2023,Court House,840.0
3/19/2023,Franconia-Springfield,692.0
3/19/2023,Medical Center,168.0
3/19/2023,Rosslyn,1535.0
3/19/2023,Bethesda,1074.0
3/19/2023,Van Dorn Street,230.0
3/19/2023,Friendship Heights,680.0
3/19/2023,Tenleytown-AU,643.0
3/19/2023,Arlington Cemetery,585.0
3/19/2023,Van Ness-UDC,659.0
3/19/2023,Foggy Bottom-GWU,1961.0
3/19/2023,Cleveland Park,571.0
3/19/2023,Pentagon City,1516.0
3/19/2023,Woodley Park,1309.0
3/19/2023,Pentagon,253.0
3/19/2023,Farragut West,888.0
3/19/2023,Dupont Circle,2420.0
3/19/2023,Crystal City,1315.0
3/19/2023,Farragut North,822.0
3/19/2023,McPherson Sq,1245.0
3/19/2023,King St-Old Town,912.0
3/19/2023,Ronald Reagan Washington National Airport,1661.0
3/19/2023,Braddock Road,352.0
3/19/2023,Eisenhower Ave,187.0
3/19/2023,Huntington,407.0
3/19/2023,Smithsonian,2668.0
3/19/2023,Federal Triangle,464.0
3/19/2023,Columbia Heights,1839.0
3/19/2023,Glenmont,477.0
3/19/2023,Silver Spring,978.0
3/19/2023,Wheaton,341.0
3/19/2023,Forest Glen,185.0
3/19/2023,Takoma,489.0
3/19/2023,U Street,887.0
3/19/2023,Georgia Ave-Petworth,781.0
3/19/2023,Shaw-Howard U,712.0
3/19/2023,L'Enfant Plaza,1345.0
3/19/2023,Archives,439.0
3/19/2023,Gallery Place,1554.0
3/19/2023,Mt Vernon Sq,644.0
3/19/2023,Waterfront,628.0
3/19/2023,Federal Center SW,403.0
3/19/2023,Judiciary Square,305.0
3/19/2023,Navy Yard-Ballpark,1099.0
3/19/2023,West Hyattsville,393.0
3/19/2023,Capitol South,377.0
3/19/2023,Union Station,2316.0
3/19/2023,Rhode Island Ave,696.0
3/19/2023,Brookland-CUA,526.0
3/19/2023,Eastern Market,1277.0
3/19/2023,College Park-U of Md,378.0
3/19/2023,Anacostia,351.0
3/19/2023,Potomac Ave,376.0
3/19/2023,Greenbelt,702.0
3/19/2023,Congress Heights,162.0
3/19/2023,Southern Ave,200.0
3/19/2023,Naylor Road,98.0
3/19/2023,Suitland,175.0
3/19/2023,Minnesota Ave,144.0
3/19/2023,Branch Ave,247.0
3/19/2023,Deanwood,134.0
3/19/2023,Benning Road,208.0
3/19/2023,Cheverly,90.0
3/19/2023,Capitol Heights,152.0
3/19/2023,Landover,64.0
3/19/2023,New Carrollton,516.0
3/19/2023,Addison Road,125.0
3/19/2023,Morgan Boulevard,53.0
3/19/2023,Downtown Largo,202.0
3/26/2023,Ashburn,2622.0
3/26/2023,Loudoun Gateway,335.0
3/26/2023,Dulles Airport,540.0
3/26/2023,Innovation Center,658.0
3/26/2023,Herndon,955.0
3/26/2023,Reston Town Center,354.0
3/26/2023,Wiehle-Reston East,1750.0
3/26/2023,Spring Hill,295.0
3/26/2023,Dunn Loring,1281.0
3/26/2023,Greensboro,502.0
3/26/2023,Tysons,1107.0
3/26/2023,West Falls Church,1131.0
3/26/2023,McLean,581.0
3/26/2023,Shady Grove,4925.0
3/26/2023,East Falls Church,2156.0
3/26/2023,Rockville,1143.0
3/26/2023,Ballston-MU,2986.0
3/26/2023,Twinbrook,1384.0
3/26/2023,Virginia Sq-GMU,1435.0
3/26/2023,North Bethesda,825.0
3/26/2023,Clarendon,1644.0
3/26/2023,Grosvenor-Strathmore,1637.0
3/26/2023,Court House,2284.0
3/26/2023,Franconia-Springfield,3400.0
3/26/2023,Rosslyn,3455.0
3/26/2023,Bethesda,2347.0
3/26/2023,Van Dorn Street,811.0
3/26/2023,Friendship Heights,1239.0
3/26/2023,Tenleytown-AU,1346.0
3/26/2023,Arlington Cemetery,1884.0
3/26/2023,Van Ness-UDC,1194.0
3/26/2023,Foggy Bottom-GWU,3940.0
3/26/2023,Cleveland Park,1040.0
3/26/2023,Pentagon City,4097.0
3/26/2023,Woodley Park,2161.0
3/26/2023,Pentagon,737.0
3/26/2023,Farragut West,2092.0
3/26/2023,Dupont Circle,3806.0
3/26/2023,Crystal City,2674.0
3/26/2023,Farragut North,1850.0
3/26/2023,McPherson Sq,1906.0
3/26/2023,King St-Old Town,2025.0
3/26/2023,Ronald Reagan Washington National Airport,2062.0
3/26/2023,Braddock Road,1080.0
3/26/2023,Eisenhower Ave,506.0
3/26/2023,Huntington,1377.0
3/26/2023,Smithsonian,4661.0
3/26/2023,Federal Triangle,2234.0
3/26/2023,Metro Center,4900.0
3/26/2023,Columbia Heights,2348.0
3/26/2023,Glenmont,1740.0
3/26/2023,Silver Spring,2356.0
3/26/2023,Forest Glen,634.0
3/26/2023,Takoma,996.0
3/26/2023,U Street,1531.0
3/26/2023,Georgia Ave-Petworth,1221.0
3/26/2023,Shaw-Howard U,1096.0
3/26/2023,L'Enfant Plaza,3649.0
3/26/2023,Archives,995.0
3/26/2023,Mt Vernon Sq,892.0
3/26/2023,Fort Totten,1595.0
3/26/2023,Waterfront,1137.0
3/26/2023,Federal Center SW,596.0
3/26/2023,Judiciary Square,549.0
3/26/2023,Navy Yard-Ballpark,1767.0
3/26/2023,West Hyattsville,647.0
3/26/2023,Capitol South,944.0
3/26/2023,Hyattsville Crossing,947.0
3/26/2023,Union Station,3376.0
3/26/2023,NoMa-Gallaudet U,2810.0
3/26/2023,Brookland-CUA,1190.0
3/26/2023,Eastern Market,2352.0
3/26/2023,College Park-U of Md,1391.0
3/26/2023,Anacostia,522.0
3/26/2023,Potomac Ave,786.0
3/26/2023,Greenbelt,3314.0
3/26/2023,Congress Heights,194.0
3/26/2023,Southern Ave,274.0
3/26/2023,Stadium-Armory,522.0
3/26/2023,Naylor Road,165.0
3/26/2023,Suitland,357.0
3/26/2023,Minnesota Ave,177.0
3/26/2023,Branch Ave,870.0
3/26/2023,Deanwood,213.0
3/26/2023,Benning Road,286.0
3/26/2023,Capitol Heights,200.0
3/26/2023,Landover,181.0
3/26/2023,New Carrollton,2752.0
3/26/2023,Addison Road,205.0
3/26/2023,Downtown Largo,561.0
3/5/2023,Ashburn,149.0
3/5/2023,Loudoun Gateway,27.0
3/5/2023,Dulles Airport,519.0
3/5/2023,Innovation Center,93.0
3/5/2023,Herndon,91.0
3/5/2023,Reston Town Center,98.0
3/5/2023,Vienna,345.0
3/5/2023,Wiehle-Reston East,223.0
3/5/2023,Spring Hill,86.0
3/5/2023,Dunn Loring,135.0
3/5/2023,Greensboro,151.0
3/5/2023,Tysons,578.0
3/5/2023,West Falls Church,73.0
3/5/2023,McLean,113.0
3/5/2023,Shady Grove,504.0
3/5/2023,East Falls Church,288.0
3/5/2023,Rockville,188.0
3/5/2023,Twinbrook,214.0
3/5/2023,Virginia Sq-GMU,285.0
3/5/2023,North Bethesda,246.0
3/5/2023,Clarendon,528.0
3/5/2023,Grosvenor-Strathmore,253.0
3/5/2023,Court House,458.0
3/5/2023,Franconia-Springfield,241.0
3/5/2023,Medical Center,119.0
3/5/2023,Bethesda,612.0
3/5/2023,Van Dorn Street,91.0
3/5/2023,Friendship Heights,467.0
3/5/2023,Tenleytown-AU,494.0
3/5/2023,Van Ness-UDC,417.0
3/5/2023,Foggy Bottom-GWU,2137.0
3/5/2023,Cleveland Park,396.0
3/5/2023,Pentagon City,1238.0
3/5/2023,Woodley Park,1218.0
3/5/2023,Pentagon,125.0
3/5/2023,Farragut West,771.0
3/5/2023,Dupont Circle,1662.0
3/5/2023,Crystal City,428.0
3/5/2023,Farragut North,922.0
3/5/2023,McPherson Sq,816.0
3/5/2023,King St-Old Town,624.0
3/5/2023,Ronald Reagan Washington National Airport,1113.0
3/5/2023,Braddock Road,202.0
3/5/2023,Eisenhower Ave,124.0
3/5/2023,Huntington,191.0
3/5/2023,Columbia Heights,1063.0
3/5/2023,Glenmont,238.0
3/5/2023,Silver Spring,680.0
3/5/2023,Wheaton,292.0
3/5/2023,Forest Glen,133.0
3/5/2023,Takoma,246.0
3/5/2023,U Street,735.0
3/5/2023,Georgia Ave-Petworth,380.0
3/5/2023,Shaw-Howard U,419.0
3/5/2023,L'Enfant Plaza,1631.0
3/5/2023,Archives,799.0
3/5/2023,Gallery Place,2179.0
3/5/2023,Mt Vernon Sq,470.0
3/5/2023,Fort Totten,494.0
3/5/2023,Waterfront,875.0
3/5/2023,Federal Center SW,349.0
3/5/2023,Judiciary Square,395.0
3/5/2023,Navy Yard-Ballpark,3616.0
3/5/2023,West Hyattsville,177.0
3/5/2023,Capitol South,322.0
3/5/2023,Hyattsville Crossing,320.0
3/5/2023,Union Station,1598.0
3/5/2023,Rhode Island Ave,407.0
3/5/2023,NoMa-Gallaudet U,1060.0
3/5/2023,Brookland-CUA,462.0
3/5/2023,College Park-U of Md,319.0
3/5/2023,Anacostia,176.0
3/5/2023,Potomac Ave,224.0
3/5/2023,Greenbelt,288.0
3/5/2023,Congress Heights,142.0
3/5/2023,Southern Ave,147.0
3/5/2023,Stadium-Armory,187.0
3/5/2023,Naylor Road,76.0
3/5/2023,Suitland,97.0
3/5/2023,Minnesota Ave,69.0
3/5/2023,Branch Ave,122.0
3/5/2023,Deanwood,58.0
3/5/2023,Benning Road,86.0
3/5/2023,Cheverly,25.0
3/5/2023,Capitol Heights,57.0
3/5/2023,Landover,33.0
3/5/2023,New Carrollton,185.0
3/5/2023,Addison Road,184.0
3/5/2023,Downtown Largo,0.0
3/12/2023,Ashburn,131.0
3/12/2023,Loudoun Gateway,16.0
3/12/2023,Dulles Airport,513.0
3/12/2023,Innovation Center,84.0
3/12/2023,Herndon,60.0
3/12/2023,Reston Town Center,58.0
3/12/2023,Vienna,316.0
3/12/2023,Wiehle-Reston East,151.0
3/12/2023,Spring Hill,66.0
3/12/2023,Dunn Loring,111.0
3/12/2023,Greensboro,78.0
3/12/2023,Tysons,496.0
3/12/2023,West Falls Church,65.0
3/12/2023,McLean,93.0
3/12/2023,Shady Grove,329.0
3/12/2023,East Falls Church,233.0
3/12/2023,Rockville,198.0
3/12/2023,Twinbrook,206.0
3/12/2023,Virginia Sq-GMU,264.0
3/12/2023,North Bethesda,188.0
3/12/2023,Clarendon,442.0
3/12/2023,Grosvenor-Strathmore,182.0
3/12/2023,Court House,344.0
3/12/2023,Franconia-Springfield,170.0
3/12/2023,Rosslyn,757.0
3/12/2023,Bethesda,499.0
3/12/2023,Van Dorn Street,69.0
3/12/2023,Friendship Heights,401.0
3/12/2023,Tenleytown-AU,342.0
3/12/2023,Arlington Cemetery,604.0
3/12/2023,Van Ness-UDC,345.0
3/12/2023,Foggy Bottom-GWU,1780.0
3/12/2023,Cleveland Park,302.0
3/12/2023,Pentagon City,1496.0
3/12/2023,Woodley Park,815.0
3/12/2023,Pentagon,180.0
3/12/2023,Farragut West,785.0
3/12/2023,Dupont Circle,1495.0
3/12/2023,Crystal City,459.0
3/12/2023,Farragut North,793.0
3/12/2023,McPherson Sq,794.0
3/12/2023,King St-Old Town,461.0
3/12/2023,Ronald Reagan Washington National Airport,1230.0
3/12/2023,Braddock Road,181.0
3/12/2023,Eisenhower Ave,66.0
3/12/2023,Huntington,136.0
3/12/2023,Smithsonian,3574.0
3/12/2023,Federal Triangle,1089.0
3/12/2023,Metro Center,2629.0
3/12/2023,Columbia Heights,1052.0
3/12/2023,Silver Spring,578.0
3/12/2023,Wheaton,230.0
3/12/2023,Forest Glen,75.0
3/12/2023,Takoma,252.0
3/12/2023,U Street,915.0
3/12/2023,Georgia Ave-Petworth,430.0
3/12/2023,Shaw-Howard U,343.0
3/12/2023,L'Enfant Plaza,2023.0
3/12/2023,Archives,861.0
3/12/2023,Gallery Place,2274.0
3/12/2023,Mt Vernon Sq,784.0
3/12/2023,Fort Totten,243.0
3/12/2023,Waterfront,408.0
3/12/2023,Federal Center SW,461.0
3/12/2023,Judiciary Square,469.0
3/12/2023,Navy Yard-Ballpark,653.0
3/12/2023,West Hyattsville,129.0
3/12/2023,Capitol South,287.0
3/12/2023,Union Station,1804.0
3/12/2023,Rhode Island Ave,333.0
3/12/2023,NoMa-Gallaudet U,1019.0
3/12/2023,Brookland-CUA,401.0
3/12/2023,Eastern Market,708.0
3/12/2023,College Park-U of Md,267.0
3/12/2023,Potomac Ave,197.0
3/12/2023,Greenbelt,237.0
3/12/2023,Congress Heights,80.0
3/12/2023,Southern Ave,105.0
3/12/2023,Stadium-Armory,116.0
3/12/2023,Naylor Road,59.0
3/12/2023,Suitland,95.0
3/12/2023,Minnesota Ave,44.0
3/12/2023,Branch Ave,146.0
3/12/2023,Deanwood,47.0
3/12/2023,Benning Road,93.0
3/12/2023,Capitol Heights,48.0
3/12/2023,Landover,17.0
3/12/2023,New Carrollton,161.0
3/12/2023,Addison Road,48.0
3/12/2023,Morgan Boulevard,18.0
3/12/2023,Downtown Largo,82.0
3/19/2023,Ashburn,148.0
3/19/2023,Loudoun Gateway,22.0
3/19/2023,Dulles Airport,581.0
3/19/2023,Innovation Center,113.0
3/19/2023,Herndon,67.0
3/19/2023,Reston Town Center,77.0
3/19/2023,Vienna,359.0
3/19/2023,Wiehle-Reston East,177.0
3/19/2023,Spring Hill,78.0
3/19/2023,Dunn Loring,153.0
3/19/2023,Greensboro,107.0
3/19/2023,Tysons,489.0
3/19/2023,McLean,106.0
3/19/2023,Shady Grove,483.0
3/19/2023,East Falls Church,252.0
3/19/2023,Rockville,216.0
3/19/2023,Ballston-MU,607.0
3/19/2023,Twinbrook,264.0
3/19/2023,Virginia Sq-GMU,250.0
3/19/2023,North Bethesda,237.0
3/19/2023,Clarendon,476.0
3/19/2023,Grosvenor-Strathmore,185.0
3/19/2023,Court House,331.0
3/19/2023,Franconia-Springfield,211.0
3/19/2023,Medical Center,148.0
3/19/2023,Van Dorn Street,104.0
3/19/2023,Friendship Heights,418.0
3/19/2023,Tenleytown-AU,425.0
3/19/2023,Arlington Cemetery,560.0
3/19/2023,Van Ness-UDC,320.0
3/19/2023,Foggy Bottom-GWU,1973.0
3/19/2023,Cleveland Park,353.0
3/19/2023,Pentagon City,1279.0
3/19/2023,Woodley Park,866.0
3/19/2023,Pentagon,188.0
3/19/2023,Farragut West,781.0
3/19/2023,Dupont Circle,1676.0
3/19/2023,Crystal City,479.0
3/19/2023,Farragut North,863.0
3/19/2023,McPherson Sq,866.0
3/19/2023,King St-Old Town,525.0
3/19/2023,Ronald Reagan Washington National Airport,1470.0
3/19/2023,Braddock Road,198.0
3/19/2023,Eisenhower Ave,85.0
3/19/2023,Smithsonian,5097.0
3/19/2023,Federal Triangle,940.0
3/19/2023,Metro Center,2581.0
3/19/2023,Columbia Heights,1081.0
3/19/2023,Glenmont,325.0
3/19/2023,Silver Spring,609.0
3/19/2023,Wheaton,293.0
3/19/2023,Forest Glen,91.0
3/19/2023,Takoma,223.0
3/19/2023,Georgia Ave-Petworth,391.0
3/19/2023,Shaw-Howard U,378.0
3/19/2023,L'Enfant Plaza,2219.0
3/19/2023,Archives,1036.0
3/19/2023,Gallery Place,2273.0
3/19/2023,Mt Vernon Sq,445.0
3/19/2023,Fort Totten,488.0
3/19/2023,Waterfront,462.0
3/19/2023,Federal Center SW,435.0
3/19/2023,Judiciary Square,348.0
3/19/2023,Navy Yard-Ballpark,741.0
3/19/2023,West Hyattsville,162.0
3/19/2023,Capitol South,351.0
3/19/2023,Hyattsville Crossing,276.0
3/19/2023,Union Station,2045.0
3/19/2023,Rhode Island Ave,755.0
3/19/2023,NoMa-Gallaudet U,1145.0
3/19/2023,Brookland-CUA,384.0
3/19/2023,Eastern Market,683.0
3/19/2023,College Park-U of Md,163.0
